assay_type,canonical_smiles,molecule_chembl_id,standard_units,standard_value,target_organism,type
B,CCOc1cccc(OCCSc2nc3ccccc3n2CCOc2ccc(C)cc2)c1,CHEMBL2316563,nM,22800.0,Homo sapiens,IC50
B,CCOC(=O)Cn1c(SCCOc2cccc(C)c2)nc2ccccc21,CHEMBL2316562,nM,14100.0,Homo sapiens,IC50
B,Cc1cccc(OCCSc2nc3ccccc3n2CC(=O)OC(C)C)c1,CHEMBL2316561,nM,13700.0,Homo sapiens,IC50
B,COCCn1c(SCCOc2ccc(C)cc2)nc2ccccc21,CHEMBL2316560,nM,12700.0,Homo sapiens,IC50
B,Cc1ccc(OCCSc2nc3ccccc3n2CC(=O)OC(C)C)cc1,CHEMBL2316559,nM,11100.0,Homo sapiens,IC50
B,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL491,nM,300.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OC[C@H](O)CO)c(C)c1,CHEMBL2334724,nM,4000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OC[C@@H](O)CO)c(C)c1,CHEMBL2334349,nM,10000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(NC[C@@H](O)CO)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,CHEMBL2334348,nM,10000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(NC[C@H](O)CO)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,CHEMBL2334347,nM,10000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(O)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,CHEMBL2334346,nM,10000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OC[C@@H](O)C(C)(C)C)c(C)c1)c1ccc(OC[C@H](O)CO)c(C)c1,CHEMBL2334345,nM,7400.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OC[C@H](O)CO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,CHEMBL2334344,nM,6700.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OC[C@@H](O)CO)c(C)c1)c1ccc(OC[C@@H](O)C(C)(C)C)c(C)c1,CHEMBL2334343,nM,8300.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OC[C@@H](O)CO)c(C)c1)c1ccc(OC[C@H](O)C(C)(C)C)c(C)c1,CHEMBL2334342,nM,5800.0,Homo sapiens,IC50
B,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,CHEMBL846,nM,10000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,CHEMBL1783642,nM,6200.0,Homo sapiens,IC50
B,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,CHEMBL197946,nM,10000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC2CO2)c(C)c1,CHEMBL2334341,nM,10000.0,Homo sapiens,IC50
B,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC2CO2)c(C)c1,CHEMBL2334340,nM,10000.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(OCC(O)CO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,CHEMBL2334339,nM,6800.0,Homo sapiens,IC50
B,CCC(CC)(c1ccc(OCC(O)CO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,CHEMBL197589,nM,10000.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)(Cc3ccccc3)C2)cc1Cl,CHEMBL2337505,nM,1000.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)C2)cc1Cl,CHEMBL2337506,nM,82.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)(Cc3ccccc3)C2)cc1Cl,CHEMBL2337505,nM,420.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)C2)cc1Cl,CHEMBL2337506,nM,120.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(F)c3)[C@H]2C)cn1,CHEMBL2337519,nM,290.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)cc3)[C@H]2C)cn1,CHEMBL2337518,nM,400.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(OC)c3)[C@H]2C)cn1,CHEMBL2337517,nM,62.0,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(N2CCCC2=O)nc1,CHEMBL2337516,nM,11.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL27769,nM,10000.0,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,330.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@@H]2C)cn1,CHEMBL2337515,nM,6400.0,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(C(=O)N(C)C)nc1,CHEMBL2337514,nM,1700.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)cn1,CHEMBL2337513,nM,25.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)nc1,CHEMBL2337512,nM,120.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)cc1,CHEMBL2337511,nM,8.6,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(C(N)=O)cc1,CHEMBL2337510,nM,17.0,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(F)cc1,CHEMBL2337509,nM,17.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)(c3ccc(F)cc3)C2)cc1Cl,CHEMBL2337508,nM,68.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)(c3ccccc3)C2)cc1Cl,CHEMBL2337507,nM,380.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(F)c3)[C@H]2C)cn1,CHEMBL2337519,nM,830.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)cc3)[C@H]2C)cn1,CHEMBL2337518,nM,7600.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(OC)c3)[C@H]2C)cn1,CHEMBL2337517,nM,120.0,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(N2CCCC2=O)nc1,CHEMBL2337516,nM,13.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@@H]2C)cn1,CHEMBL2337515,nM,1600.0,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(C(=O)N(C)C)nc1,CHEMBL2337514,nM,1100.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)cn1,CHEMBL2337513,nM,44.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)nc1,CHEMBL2337512,nM,68.0,Homo sapiens,IC50
B,CNC(=O)c1ccc([C@]2(O)CCN(c3ccc(C#N)c(Cl)c3)[C@H]2C)cc1,CHEMBL2337511,nM,32.0,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(C(N)=O)cc1,CHEMBL2337510,nM,27.0,Homo sapiens,IC50
B,C[C@@H]1N(c2ccc(C#N)c(Cl)c2)CC[C@@]1(O)c1ccc(F)cc1,CHEMBL2337509,nM,8.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)(c3ccc(F)cc3)C2)cc1Cl,CHEMBL2337508,nM,180.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC(O)(c3ccccc3)C2)cc1Cl,CHEMBL2337507,nM,370.0,Homo sapiens,IC50
B,Cc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,CHEMBL16972,nM,11100.0,Homo sapiens,IC50
B,NC(=O)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,CHEMBL2386408,nM,3580.0,Homo sapiens,IC50
B,Nc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,CHEMBL2386399,nM,1990.0,Homo sapiens,IC50
B,COc1cccc2oc(-c3ccc(F)cc3)cc(=O)c12,CHEMBL143978,nM,1610.0,Homo sapiens,IC50
B,O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2cccc(O)c12,CHEMBL2386392,nM,1240.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2cc(=O)c3c(F)cccc3o2)cc1,CHEMBL2386406,nM,1200.0,Homo sapiens,IC50
B,CSc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,CHEMBL2386401,nM,1070.0,Homo sapiens,IC50
B,O=c1cc(-c2ccc(O)cc2)oc2cccc(O)c12,CHEMBL484662,nM,860.0,Homo sapiens,IC50
B,CN(C)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,CHEMBL2386397,nM,850.0,Homo sapiens,IC50
B,O=c1cc(-c2ccccc2)oc2cccc(O)c12,CHEMBL16807,nM,840.0,Homo sapiens,IC50
B,O=c1cc(-c2ccccc2)oc2cccc(F)c12,CHEMBL2386394,nM,770.0,Homo sapiens,IC50
B,O=c1cc(-c2ccc(Cl)cc2)oc2cccc(O)c12,CHEMBL274471,nM,460.0,Homo sapiens,IC50
B,O=c1cc(-c2ccc(Cl)cc2)oc2cccc(F)c12,CHEMBL2386404,nM,360.0,Homo sapiens,IC50
B,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cccc(O)c12,CHEMBL2386395,nM,360.0,Homo sapiens,IC50
B,O=c1cc(-c2ccc(F)cc2)oc2cccc(O)c12,CHEMBL2386393,nM,330.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,CHEMBL2386396,nM,250.0,Homo sapiens,IC50
B,O=c1cc(-c2ccc(F)cc2)oc2cccc(F)c12,CHEMBL2386405,nM,190.0,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,270.0,Homo sapiens,IC50
B,CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc4ccccc4c3)nc2C)c1,CHEMBL2397337,nM,9760.0,Homo sapiens,IC50
B,CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(F)c(Cl)c3)nc2C)c1,CHEMBL2397336,nM,5070.0,Homo sapiens,IC50
B,CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3cc(Cl)cc(Cl)c3)nc2C)c1,CHEMBL2397335,nM,13190.0,Homo sapiens,IC50
B,CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(Cl)c(Cl)c3)nc2C)c1,CHEMBL2397334,nM,2650.0,Homo sapiens,IC50
B,CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(C#N)cc3)nc2C)c1,CHEMBL2397333,nM,6260.0,Homo sapiens,IC50
B,CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,CHEMBL2403356,nM,25000.0,Homo sapiens,IC50
B,CCCC[Si](CCCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,CHEMBL2403350,nM,8200.0,Homo sapiens,IC50
B,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CHEMBL418971,nM,5900.0,Homo sapiens,IC50
B,CCC(CC)(c1ccc(N)c(C)c1)c1ccc(O)c(C)c1,CHEMBL2403348,nM,5400.0,Homo sapiens,IC50
B,CCC(CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,CHEMBL2403355,nM,4500.0,Homo sapiens,IC50
B,CC[Si](CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,CHEMBL2403349,nM,1900.0,Homo sapiens,IC50
B,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,CHEMBL1095097,nM,20000.0,Homo sapiens,IC50
B,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,CHEMBL1393,nM,670.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccc(F)cc2)(C(=O)NCc2ccc(Cl)c(Cl)c2)C1=O,CHEMBL2407651,nM,20000.0,Homo sapiens,IC50
B,COc1cc(CNC(=O)[C@@]2(Cc3ccccc3)OC(=O)N([C@@H]3CCc4ccccc43)C2=O)cc(OC)c1,CHEMBL2407647,nM,12000.0,Homo sapiens,IC50
B,Cc1cc(C2=C(c3ccc(F)cc3)C(=O)NC2C)cc2c1OCC(=O)N2,CHEMBL2419301,nM,10000.0,Homo sapiens,IC50
B,CC1NC(=O)C(c2ccc(F)cc2)=C1c1cc(Cl)c2c(c1)NC(=O)CO2,CHEMBL2419300,nM,10000.0,Homo sapiens,IC50
B,CC1NC(=O)C(c2ccc(F)cc2)=C1c1cc(F)c2c(c1)NC(=O)CO2,CHEMBL2419299,nM,10000.0,Homo sapiens,IC50
B,CC1NC(=O)C(c2ccc(F)cc2)=C1c1ccc2c(c1)NC(=O)CO2,CHEMBL2419298,nM,10000.0,Homo sapiens,IC50
B,CC1C(c2ccc3c(c2)NC(=O)CO3)=C(c2ccc(F)cc2)C(=O)N1CCO,CHEMBL2419297,nM,10000.0,Homo sapiens,IC50
B,CC1C(c2ccc3c(c2)NC(=O)CO3)=C(c2ccc(F)cc2)C(=O)N1C1CC1,CHEMBL2419296,nM,10000.0,Homo sapiens,IC50
B,CCN1C(=O)C(c2ccc(F)cc2)=C(c2ccc3c(c2)NC(=O)CO3)C1C,CHEMBL2419295,nM,10000.0,Homo sapiens,IC50
B,CC1C(c2ccc3c(c2)NC(=O)CO3)=C(c2ccc(F)cc2)C(=O)N1C,CHEMBL2419309,nM,10000.0,Homo sapiens,IC50
B,CCC1OC(=O)C(c2ccc(F)cc2)=C1c1ccc2c(c1)NC(=O)CO2,CHEMBL2419308,nM,10000.0,Homo sapiens,IC50
B,CC1(F)OC(=O)C(c2ccc(F)cc2)=C1c1ccc2c(c1)NC(=O)CO2,CHEMBL2419307,nM,10000.0,Homo sapiens,IC50
B,CC1OC(=O)C(c2ccc(F)cc2)=C1c1ccc2c(c1)NC(=O)CO2,CHEMBL2419306,nM,10000.0,Homo sapiens,IC50
B,CC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc2c(c1)NC(=O)CO2,CHEMBL2419305,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(F)ccc1C1=C(c2ccc3c(c2)NC(=O)CO3)COC1=O,CHEMBL2419304,nM,10000.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=C(c4ccc(F)cc4F)C(=O)OC3)cc2N1,CHEMBL2419303,nM,10000.0,Homo sapiens,IC50
B,O=C1COc2ccc(C3=C(c4ccc(F)cc4)C(=O)OC3)cc2N1,CHEMBL2419302,nM,10000.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2cnc(Oc3ccc(O)cc3)nc2)c1,CHEMBL2441091,nM,10000.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)nc2)c1,CHEMBL2441093,nM,10000.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2cc(C)c(Oc3ccc(O)cc3)c(C)c2)c1,CHEMBL2441092,nM,5400.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)c(C)c2)c1,CHEMBL2441094,nM,9200.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)cc2)c1,CHEMBL2441107,nM,20000.0,Homo sapiens,IC50
B,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL491,nM,7100.0,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,4600.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2cc(C)c(Oc3ccc(O)cc3)c(C)c2)c1,CHEMBL2441092,nM,1300.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)c(C)c2)c1,CHEMBL2441094,nM,220.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)cc2)c1,CHEMBL2441107,nM,1900.0,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,940.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2cc(C)c(Oc3ccc(O)cc3)c(C)c2)c1,CHEMBL2441092,nM,2400.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)c(C)c2)c1,CHEMBL2441094,nM,43.0,Homo sapiens,IC50
B,COc1cccc(C(=O)Nc2ccc(Oc3ccc(O)cc3)cc2)c1,CHEMBL2441107,nM,290.0,Homo sapiens,IC50
B,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,CHEMBL1082407,nM,5600.0,Homo sapiens,IC50
B,O=C(O[C@H]1C(=O)C=CN(C(=O)/C=C/c2ccccc2)[C@@H]1c1ccccc1)c1ccc(F)cc1C(F)(F)F,CHEMBL2440233,nM,30100.0,Homo sapiens,IC50
B,Cc1cn(-c2ccc(CNS(=O)(=O)c3cc(F)ccc3F)cc2)c(C)n1,CHEMBL3086027,nM,10000.0,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL27769,nM,11.0,Homo sapiens,IC50
B,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1170,nM,18.0,Homo sapiens,IC50
B,CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6cccnc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,CHEMBL3221237,nM,196.0,Homo sapiens,IC50
B,COc1cc(OC)cc(-c2nnc([C@@]3(Cc4ccccc4)OC(=O)N([C@H](C)c4ccccc4)C3=O)o2)c1,CHEMBL3234858,nM,5000.0,Homo sapiens,IC50
B,C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(c2nnc(C3(c4ccccc4)CC3)o2)C1=O,CHEMBL3234863,nM,5000.0,Homo sapiens,IC50
B,C[C@](O)(COc1ccccc1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238273,nM,99.5,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(F)cc1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238274,nM,12.7,Homo sapiens,IC50
B,C[C@](O)(COc1cccc(F)c1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238275,nM,34.2,Homo sapiens,IC50
B,C[C@](O)(COc1ccccc1F)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238276,nM,10.1,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(Cl)cc1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238277,nM,36.5,Homo sapiens,IC50
B,C[C@](O)(COc1cccc(Cl)c1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238278,nM,107.0,Homo sapiens,IC50
B,C[C@](O)(COc1ccccc1Cl)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238279,nM,56.3,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(Br)cc1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238280,nM,2.4,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(C(F)(F)F)cc1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238281,nM,33.1,Homo sapiens,IC50
B,COc1ccc(OC[C@](C)(O)C(=O)N2CCc3c(C#N)cccc32)cc1,CHEMBL3238282,nM,145.5,Homo sapiens,IC50
B,COC(=O)c1ccc(OC[C@](C)(O)C(=O)N2CCc3c(C#N)cccc32)cc1,CHEMBL3238283,nM,133.2,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(-c2cocn2)cc1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238284,nM,179.4,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(C#N)cc1)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238285,nM,16.4,Homo sapiens,IC50
B,C[C@](O)(COc1ccccc1C(F)(F)F)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238286,nM,60.9,Homo sapiens,IC50
B,C[C@](O)(COc1ccccc1C#N)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238287,nM,14.3,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(F)cc1C#N)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238288,nM,9.1,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(F)cc1Br)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238289,nM,11.4,Homo sapiens,IC50
B,Cc1cc(F)ccc1OC[C@](C)(O)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238290,nM,10.7,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(C#N)cc1Br)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238291,nM,4.8,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(C#N)cc1F)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238292,nM,3.2,Homo sapiens,IC50
B,COc1cc(C#N)ccc1OC[C@](C)(O)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238293,nM,16.1,Homo sapiens,IC50
B,COc1cc(Cl)ccc1OC[C@](C)(O)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3238294,nM,365.8,Homo sapiens,IC50
B,COc1ccc(OC[C@](C)(O)C(=O)N2CCc3c(C#N)cccc32)c(F)c1,CHEMBL3238295,nM,426.7,Homo sapiens,IC50
B,COc1ccc(OC[C@](C)(O)C(=O)N2CCc3c(C#N)cccc32)c(Cl)c1,CHEMBL3233069,nM,3.5,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(Cl)cc1F)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3233070,nM,5.0,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(Cl)cc1Cl)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3233071,nM,9.1,Homo sapiens,IC50
B,C[C@](O)(COc1ccc(Br)cc1F)C(=O)N1CCc2c(C#N)cccc21,CHEMBL3233072,nM,36.8,Homo sapiens,IC50
B,CC(C)(O)c1cn(-c2ccc(Cl)c(C(F)(F)F)c2)nn1,CHEMBL3262343,nM,49000.0,Homo sapiens,IC50
B,CC(C)(O)c1cn(-c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)nn1,CHEMBL3262347,nM,45000.0,Homo sapiens,IC50
B,CC(C)(O)c1cn(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)nn1,CHEMBL3262348,nM,40000.0,Homo sapiens,IC50
B,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CC[C@@H]3[C@@H]2C2CCCC2)cc1Cl,CHEMBL1215331,nM,8910.0,Homo sapiens,IC50
B,COc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL1215130,nM,10000.0,Homo sapiens,IC50
B,CCOc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL1215197,nM,10000.0,Homo sapiens,IC50
B,COc1cc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL3263750,nM,10000.0,Homo sapiens,IC50
B,CCOc1cc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL3263751,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL3263752,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL3263754,nM,9050.0,Homo sapiens,IC50
B,COc1cc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL3263755,nM,10000.0,Homo sapiens,IC50
B,Cc1nc(N2N=C(c3ccc(C(=O)O)cc3)C[C@@H]2C2CCCC2)ccc1C#N,CHEMBL3263756,nM,10000.0,Homo sapiens,IC50
B,CCOc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL3263757,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,CHEMBL3263758,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(N)=O,CHEMBL3263760,nM,3250.0,Homo sapiens,IC50
B,CNC(=O)c1ccc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)nc1OC,CHEMBL3263761,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)N(C)C,CHEMBL3263762,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(N)=O,CHEMBL3263763,nM,7780.0,Homo sapiens,IC50
B,CNC(=O)c1ccc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)nc1OC,CHEMBL3263764,nM,8520.0,Homo sapiens,IC50
